c.katana,c.dogalize,c.android.youtube,c.android.chrome,c.android.gm,c.raider,c.UCMobile.x86,c.updateassist,c.UCMobile.intl,c.android.vending,p.system,p.android.gm,p.android.settings,p.android.chrome,p.android.packageinstaller,p.android.documentsui,p.android.externalstorage,p.android.vending,p.olauncher,p.android.defcontainer,p.dogalize,p.browser.provider,p.notifier,p.gms.persistent,p.inputmethod.latin,p.katana,p.google,p.process.gapps,p.android.gms,p.simulator
12.56058,11.51751,13.13878,14.27011,12.6994,58.75034,21.16953,25.33078,77.59979,72.49846,8.7009,8.58032,12.69871,7.33365,14.15035,10.97444,10.86175,44.62184,0.00181,54.30304,66.26868,54.84581,6.99129,92.68208,94.44728,26.67893,85.78699,90.63809,59.79992,71.85464
12.09793,8.78692,10.61888,13.68393,6.33321,59.93317,20.51629,22.05681,59.18466,61.53592,10.72549,8.41832,6.08791,7.14044,11.27935,12.0534,13.91627,50.25614,0.00194,40.01191,53.24203,15.39422,39.00224,71.07219,75.54253,35.42113,47.10708,93.18375,94.42065,85.73909
7.77528,8.85336,16.40668,8.10104,11.14272,37.91721,17.55542,58.38839,37.08833,77.53741,12.83948,9.54124,8.27724,5.18861,10.56554,14.27024,12.77575,36.66621,0.00493,56.74633,60.36036,55.4247,66.99074,86.45804,78.01405,93.85635,63.44759,39.85451,68.05413,85.98556
10.50365,9.0993,11.99978,14.23085,10.20201,51.89327,12.22609,21.65519,62.00554,5.0856,9.76365,6.98341,9.5841,9.62958,12.33119,12.9469,13.39559,76.35434,0.00069,36.43238,39.89104,41.01657,8.84508,40.31328,30.52522,99.99567,44.83361,40.00936,27.6949,42.50074
12.31613,9.9466,11.03368,11.73308,12.53077,53.44598,48.19307,23.66996,8.09151,75.09843,8.40996,10.29387,9.80081,10.87752,13.90322,8.58967,9.07821,55.8045,0.01016,59.55305,35.06615,48.79133,2.88828,60.55356,56.89172,60.33791,95.71075,60.77803,36.62534,87.59017
12.51489,9.58424,9.73212,13.78475,12.32836,58.05961,40.73513,36.3357,8.24478,96.46462,6.25563,6.62255,8.50334,12.18249,10.09328,5.86741,7.94936,36.2095,0.00071,89.58058,30.90979,67.26142,57.87908,75.77204,99.22509,59.51875,65.03814,22.40977,6.69533,63.27057
10.38084,12.98016,10.33113,8.70009,13.81197,46.06525,61.35326,26.68178,93.80751,91.00481,8.46967,7.40454,9.83593,9.34374,11.88452,6.76593,11.20569,71.57247,0.0009,64.74277,25.80335,38.31358,6.59762,81.07182,30.76374,85.33868,29.49373,55.90641,57.18393,92.96852
7.62577,11.63275,9.58798,11.62603,12.46572,31.32791,92.68098,69.08627,13.91737,38.6371,4.87988,7.74688,7.69863,10.42709,12.18946,7.86061,11.10788,48.90234,0.00091,51.39854,36.64192,35.95735,24.48654,88.94251,0.20142,3.01516,63.13976,62.47139,46.45867,4.84108
12.36111,13.54503,12.58025,13.41924,12.52262,58.40193,25.69386,82.59936,11.10906,49.58863,7.35324,7.8075,12.49862,7.32129,12.01179,9.21214,9.61538,59.08864,0.00107,51.15156,47.86816,40.88073,57.48875,73.59862,65.6799,87.82633,13.91828,37.97045,89.80387,91.34673
12.9344,11.28803,11.24094,15.45152,13.88769,32.00937,96.63672,84.37785,3.70293,38.34554,7.91291,6.47474,10.7322,8.94125,9.68403,8.7311,8.83744,49.48035,0.00017,81.87276,60.128,57.22497,72.9944,50.24816,34.26861,28.69179,63.84165,13.90998,4.87737,8.51625
7.07998,13.54191,8.13077,11.89348,14.13681,31.19193,46.06147,92.33287,84.1267,87.08664,8.60054,7.24917,9.23381,15.3646,14.36535,4.84747,10.10438,59.95422,0.00103,55.24837,61.58132,34.15249,67.48554,94.87158,92.37541,48.05949,0.90115,41.61533,25.80074,88.04356
15.10887,4.62301,10.92898,7.14776,13.93576,25.66755,20.53614,21.67128,24.0569,43.29725,9.84127,9.56543,5.0862,7.68404,16.12898,7.23807,5.6825,52.02333,0.00491,61.3074,44.03444,41.75756,36.03193,40.76971,7.55243,91.9636,81.08507,33.91228,52.78811,37.79062
10.50346,10.42429,11.90822,11.21792,11.83429,38.55416,94.21954,82.02269,17.46568,77.65071,9.30783,11.2153,11.03473,9.8446,13.85876,9.43016,9.63921,45.22469,0.02472,64.0259,28.55586,55.34885,31.54225,9.49252,67.49872,68.59517,56.87271,56.69069,83.58213,32.56884
13.20101,9.46149,10.36727,13.42578,8.51694,58.88357,38.3626,36.47929,22.38254,38.70519,9.31111,9.41942,10.2839,6.96898,10.87725,13.2731,13.12989,80.27052,0.00464,80.88876,60.76514,45.55468,15.37565,0.22029,44.08012,46.61358,85.32023,74.35662,92.84898,90.51455
16.79477,5.87293,12.06599,8.23351,16.4566,59.70958,46.82228,8.88251,15.10648,65.29686,11.00641,14.05321,7.11787,10.82847,13.1959,8.34062,3.52923,47.79483,0.41222,68.5584,56.70768,60.28481,81.84271,29.48154,77.56333,45.29206,82.1057,53.30939,0.32674,39.47299
10.69307,15.80719,6.59927,6.36003,9.35943,68.88802,50.4361,8.02094,16.55443,84.73583,10.65283,10.35091,2.22435,13.19025,10.06665,10.64765,13.42073,46.77797,0.01059,71.11972,60.9519,28.53524,86.46393,93.56035,13.0176,77.25742,46.86027,72.29485,31.81337,9.92858
11.35191,11.47985,12.5005,12.01164,10.40624,49.17963,1.91738,82.57885,31.84457,32.28195,8.02462,9.1318,11.75531,8.41496,11.63267,8.7288,9.17266,54.20802,0.00359,30.9819,57.14374,44.43054,58.71207,94.2483,68.95169,99.0123,26.22735,78.8475,88.39071,38.53681
6.38757,10.38489,8.6197,11.97852,12.40257,50.36842,48.95182,59.95632,15.94797,66.61119,3.66765,7.81168,9.02523,9.83691,14.07241,6.68867,12.98229,50.34846,0.00095,49.3945,41.55002,35.46144,45.43568,9.60323,21.59928,83.72652,74.318,38.84021,8.97997,32.68027
10.77821,13.55297,11.6431,9.43186,9.67265,46.63379,85.10525,89.69713,38.41069,68.58189,11.60875,7.18412,12.24586,6.86574,12.30703,6.72767,7.05995,61.56892,0.00099,41.97463,50.84538,62.73291,67.02713,87.24109,82.10563,64.14577,64.31607,64.96526,93.50223,21.48953
10.54033,11.43072,11.49621,11.17681,12.11864,59.97874,97.67139,40.23926,17.83991,87.44813,8.96057,8.97191,11.09855,5.65189,12.03309,10.35884,9.8036,75.29778,0.00305,63.53939,51.42711,43.22598,22.62122,47.16725,41.56856,86.78189,90.18773,51.6166,35.2177,73.64087
11.84002,11.94359,10.30958,12.36687,11.77132,61.44593,76.81099,70.00942,56.53259,21.06592,5.34615,6.34017,11.0001,8.92748,9.05784,5.90148,7.38075,49.05839,0.00056,32.38584,36.46928,38.08153,42.34345,44.63994,96.74501,48.77688,66.71152,42.25942,94.08608,62.53682
14.21127,11.29951,11.86801,11.1793,11.70435,35.82245,83.36205,39.99074,13.78875,7.40223,13.60745,7.08722,9.21102,7.69807,11.28851,11.3917,10.90466,51.07013,0.00047,50.7314,54.75318,68.31248,74.03447,40.63109,50.32185,33.14333,32.8764,64.03205,85.55773,70.17869
9.80495,12.75309,8.51114,6.74698,11.18671,54.6157,54.40975,94.13195,70.19354,69.20158,7.36738,6.62852,4.99335,11.22984,10.36952,10.07501,10.60169,45.53503,0.00049,55.26436,21.24033,40.78111,48.4392,39.01101,93.74929,13.03232,66.33933,2.41371,24.19458,74.43177
8.4076,11.65419,8.08434,10.65332,11.95496,42.81147,93.65187,16.17092,6.27352,57.68377,4.03429,8.71897,9.54716,10.56621,13.11465,8.83849,11.71332,64.18002,0.00237,70.97922,55.28992,40.25233,49.68752,48.95259,6.99122,93.03458,51.62219,41.7644,69.93677,84.8044
12.33344,9.03393,9.17237,11.99246,11.58206,51.89737,66.44607,59.79693,86.09114,82.58692,13.51103,14.13505,6.25145,9.65792,12.49265,12.39221,7.28607,79.12527,0.44697,58.69868,38.27723,44.95474,46.27751,31.47729,61.82789,40.97439,27.26578,95.12815,63.39962,90.8642
11.90009,7.60884,11.48344,11.59959,6.9057,66.39723,48.8911,0.62305,64.42448,21.83159,14.18808,6.52721,8.92108,8.46365,12.68222,11.70041,12.25891,68.17993,0.00055,73.18918,52.66382,56.12821,76.29214,51.26212,65.0303,31.22198,22.28453,72.28635,92.41711,84.88304
6.48848,11.29233,7.43002,8.64334,11.50537,63.67573,39.61089,26.57454,57.70091,69.09799,6.30239,9.05494,7.40036,10.19053,10.63516,6.97602,14.75103,45.04662,0.00295,70.67053,49.23923,38.4129,89.7406,3.39545,97.98174,72.03742,93.15171,70.06188,1.83977,15.9133
11.89054,10.94681,11.27038,9.39882,11.3739,72.48636,11.98662,38.06343,83.19437,29.85177,5.97903,10.11202,11.77213,9.87208,14.72035,7.59379,7.97474,70.52118,0.00826,49.06409,41.32909,45.50118,25.77181,70.98089,85.44164,96.71143,23.97207,63.07748,65.22976,6.05038
12.38034,11.81538,12.38741,11.19654,11.21649,62.92334,10.31887,3.40365,31.40136,31.8863,12.22293,7.73664,13.44046,6.39911,14.70926,9.12186,9.49164,65.28038,0.00117,61.41039,59.57177,45.38938,7.98255,60.59763,17.46928,62.57611,77.86064,92.53233,41.80952,18.02488
7.21883,12.78762,10.19883,8.24563,11.68323,61.24547,48.85193,29.28058,84.209,10.82944,7.93156,9.08436,6.56047,8.43303,7.87986,6.05649,15.33541,65.93793,0.00344,62.71947,25.82932,33.75786,18.73565,27.60641,77.272,35.58597,89.05147,86.53085,48.25214,46.33899
12.50966,8.38693,12.82809,11.58736,10.65529,48.34295,44.50986,1.42638,69.87027,34.3144,9.91501,10.25519,7.23832,10.61908,11.92024,10.2913,13.05182,55.14317,0.00947,73.75462,45.92162,33.28184,45.94074,90.68976,36.59699,74.40781,7.91137,30.56894,50.79454,38.44599
7.27066,11.79713,5.32823,11.05521,11.73755,59.99631,36.10286,83.39414,16.13426,22.05718,9.34871,12.23516,10.23991,14.43127,14.46398,10.21516,10.97432,40.64476,0.06731,60.41881,37.84825,48.77649,99.91237,16.15548,95.33799,60.0002,63.00766,90.21084,63.85132,79.12905
11.8999,9.94572,9.76815,10.66168,12.3648,38.70934,87.49479,71.56922,15.54728,7.82694,11.78953,16.16315,8.58619,7.43787,10.89203,10.42085,8.60894,60.47077,3.39546,48.03505,49.45274,44.49322,89.91747,15.94328,99.9881,45.86908,3.50037,61.76278,14.96679,52.41683
8.30409,6.14062,14.16575,9.34358,9.86636,59.55604,20.33421,89.31391,41.36618,77.20022,10.86624,8.00615,7.67809,10.634,12.33608,12.90115,15.98807,69.14337,0.00155,63.56277,76.9226,39.52451,5.07921,22.69455,12.34582,81.52462,31.80176,66.98838,42.68591,33.24328
11.08675,9.18047,8.97934,12.59849,13.41712,41.32842,16.26099,23.16465,69.19551,59.81643,6.63681,6.05718,9.20567,15.22088,7.75169,2.1641,4.25317,68.69342,0.00076,52.45978,24.18458,41.67308,33.93163,77.10518,62.04446,42.84162,85.46448,43.71387,82.32969,12.35422
7.79086,11.64959,4.54631,8.53973,10.83382,49.89648,66.8909,75.77526,42.73304,45.09896,9.27972,11.04507,7.33281,14.51556,14.55478,5.38095,12.82566,36.85582,0.02062,81.29937,24.25764,41.10254,99.20742,17.6492,75.28659,92.91138,28.61329,3.52552,67.37506,55.68826
12.63767,10.3538,9.97387,14.14806,15.36605,48.41486,91.69536,50.91223,15.70488,41.43396,8.24495,6.57439,10.00852,9.089,11.30711,8.49417,8.43785,49.65092,0.00098,62.50592,52.09043,41.25561,66.01903,81.92883,39.3502,74.35142,87.49396,26.04686,76.0774,98.27989
9.95776,13.63894,11.42552,8.3125,7.18465,48.33641,76.64787,47.62629,95.22601,65.26927,9.49129,8.09408,11.70075,7.45742,12.00763,6.13488,7.23986,52.046,0.00129,42.48783,35.40578,50.83601,73.07,83.46147,93.95262,77.24991,1.46705,72.99038,46.26592,79.67011
11.49071,14.63376,16.27281,12.21835,9.28204,35.56036,60.10771,81.30595,71.54705,85.0367,11.92429,8.86651,16.38178,9.73481,13.73091,7.79973,6.75269,51.83138,0.00273,61.47126,49.29798,39.33202,34.25079,10.11664,64.08968,13.19242,39.85603,47.71285,97.2689,2.28917
10.15506,6.80307,12.37426,9.00336,11.0993,68.06357,17.04469,14.20393,74.09188,24.66071,12.16635,12.01485,8.64661,8.47422,11.87939,13.37318,9.917,30.37779,0.0544,47.26404,34.55913,53.92827,90.40331,76.33333,71.11633,86.11975,3.79393,3.87704,43.08383,51.28732
4.95319,11.78442,9.01633,13.26204,13.54546,49.73676,86.83902,0.46858,10.59949,97.94573,7.21279,5.97024,6.85164,14.254,12.99707,10.82048,8.19447,53.25057,0.0003,69.66664,27.54645,63.17224,72.54745,57.90787,42.08245,83.21593,15.92895,40.02103,59.13022,13.51479
9.74893,9.40097,10.78949,11.0515,5.23811,44.69011,10.78244,62.41357,27.66065,81.53058,10.87324,8.0966,8.35567,4.53004,9.98559,13.39967,14.24117,59.69692,0.00129,50.65112,72.14083,52.40032,31.97917,4.74986,71.06362,76.69087,77.87155,70.44198,35.79412,96.71838
11.52076,10.73842,9.52632,13.39985,13.18501,67.5713,97.56022,3.50245,91.09794,11.55856,6.54092,8.26975,8.66794,9.30764,11.2678,7.92628,10.10195,42.78048,0.00126,68.60873,65.03827,24.12889,95.66044,38.67764,79.58325,67.31798,29.5117,46.34016,45.55127,16.12783
11.44364,8.38072,11.75597,11.21612,11.42125,28.03661,87.49318,46.76288,25.44427,60.66548,7.32477,9.4311,10.31648,9.46058,12.32192,11.66682,10.59456,35.39555,0.00456,73.8909,42.68795,67.7813,42.2375,56.53394,71.05098,97.50434,46.2982,49.19163,70.64357,26.5724
12.73624,10.31385,12.64279,11.13095,11.8167,54.83102,1.98677,47.57051,45.58539,9.46488,12.26522,11.42896,12.23497,8.42044,15.27554,11.3448,10.45735,55.16354,0.03019,52.64147,44.34628,39.56302,49.26889,19.29679,5.81114,5.25351,34.0356,30.31758,22.07417,84.14145
12.19537,8.63738,11.697,8.50157,11.87634,33.15999,18.88527,20.92237,59.62651,40.10333,12.21441,13.67355,9.67049,9.75658,11.46493,12.34717,8.98385,44.53366,0.28207,67.29217,52.40392,44.68615,89.494,88.60597,38.31307,26.94616,96.29775,86.59125,56.3874,79.64495
11.76736,10.103,12.94859,9.54078,7.09781,45.49834,39.93264,63.66227,74.16408,67.72932,11.67285,7.28005,8.66971,5.54295,12.29073,12.45261,12.36769,69.22305,0.00086,73.32621,62.97438,35.5571,35.81155,73.12199,77.56045,55.8919,9.49661,93.69796,39.06794,63.84411
9.74291,9.12467,13.24506,10.956,12.27646,60.93309,96.12137,59.29079,61.89985,82.7503,12.10947,13.23137,7.82619,7.19404,7.88812,14.19035,10.72782,34.99897,0.18113,56.80269,40.987,43.46775,12.78079,81.17014,32.46428,5.26243,49.7152,63.116,57.95916,92.71681
14.15258,6.55181,11.28194,15.33949,15.91215,35.26624,94.33662,91.46447,72.27999,88.72012,9.39533,11.04165,9.26912,10.9487,14.08929,12.86433,12.27075,47.39177,0.02081,69.51909,29.66111,45.37342,64.28422,78.17669,8.26706,67.3166,65.60975,88.97167,65.22711,45.64481
14.41292,10.90264,13.20749,13.88069,12.20652,55.22046,43.93907,3.29977,56.21687,33.14677,11.86974,6.57958,10.1056,6.99606,10.89707,14.34598,11.42869,56.80449,0.00057,60.61546,61.58419,32.30288,26.98002,23.06128,49.16529,2.19016,45.93304,48.93717,77.06376,15.59369
11.45344,8.43804,11.15396,13.23341,12.13473,46.59331,33.91866,94.55274,44.40805,59.30385,5.19752,8.13646,10.6285,11.38693,13.356,7.1943,9.72413,43.47494,0.0016,48.95989,37.01056,63.839,27.14224,46.63294,1.71155,19.24377,52.68569,20.89307,54.86154,89.65292
4.08062,10.98836,6.34103,12.51756,10.28204,65.97934,91.80869,28.24229,20.88282,3.12007,3.60665,9.30475,8.00168,14.41883,14.29968,7.80721,11.1499,50.42503,0.00416,67.69878,49.61646,56.16379,47.27008,57.86926,89.32453,53.22407,47.67458,2.26777,54.59408,63.12098
13.93571,10.47974,12.3142,16.13464,10.6736,51.86128,25.85757,14.79584,74.24095,16.50629,14.14454,9.45272,10.46311,9.98992,10.88022,12.05327,9.35937,49.42149,0.00448,52.45763,44.79702,60.10717,36.79484,66.06435,73.26373,73.24298,82.00549,96.43413,62.66766,37.22469
2.46246,9.49536,7.25013,12.07906,12.68252,62.21261,14.60583,1.59719,93.6242,28.33798,5.99551,7.23788,9.24742,15.28751,12.95809,9.19737,10.73122,81.62118,0.00102,46.15959,44.62633,26.36213,55.47701,6.31259,49.44559,18.15127,2.13281,19.12574,8.97641,35.20622
10.63781,12.01306,10.46717,7.33171,12.43268,55.78291,61.02951,39.76004,2.58016,45.76789,9.23976,5.63147,6.81237,11.44374,13.00708,7.51432,10.44752,45.64237,0.00061,48.28579,63.70034,41.84453,39.06939,14.56304,29.75871,41.06855,3.14999,30.38734,9.76688,29.33707
3.42579,10.23099,6.85755,14.3462,15.40766,57.60846,79.79606,0.50357,50.99093,78.02831,5.58574,7.30619,12.58321,14.34849,14.91382,4.84121,8.81243,50.91651,0.0011,31.43055,68.28068,42.36539,39.01641,41.59987,50.81157,71.07431,87.80397,26.2385,39.11589,91.09256
8.36863,9.80442,10.423,5.7487,15.07425,46.68868,39.01553,20.86323,80.05948,80.47829,10.57832,4.4305,10.8363,11.66626,10.91334,5.66866,12.49458,67.55813,0.00033,79.12454,33.93093,36.83063,23.86738,58.56106,45.79565,49.71323,49.92186,5.96871,56.16435,98.11567
3.67727,9.04244,8.44775,9.00842,14.34821,44.22577,61.69223,26.3487,24.94873,27.40582,5.41821,4.13729,9.56201,12.79448,11.27494,3.57047,12.73569,51.44002,0.00044,69.26476,43.62957,53.39074,94.92972,35.80941,91.08667,98.52938,20.54388,54.57893,55.90073,5.04059
8.24688,12.74705,8.66055,6.08597,12.34853,58.0315,71.46143,82.28555,4.02721,2.98109,10.44,7.72236,9.4237,13.18513,10.45036,7.59003,11.66674,64.41368,0.00128,53.80908,54.05001,53.30443,2.48177,24.12097,65.5876,25.68581,48.86007,16.70414,73.72238,89.94007
9.69247,10.39868,10.48912,7.31344,13.4966,48.6299,95.76542,83.21283,15.13529,42.79966,8.85006,7.07187,9.61314,9.38181,12.39771,4.94756,14.81923,44.08893,0.00068,43.26657,26.8198,44.45123,42.14958,83.28793,88.27894,24.94037,20.28029,40.29136,20.33456,46.60209
12.91197,6.16361,12.90281,12.38393,10.20139,59.07593,18.77902,4.36502,38.27471,35.30568,11.57019,9.80374,8.61866,12.81891,13.47547,9.81114,12.29721,51.3118,0.00656,77.22418,38.70171,67.67823,36.62865,50.40222,91.86434,18.85149,62.40945,43.70879,54.97208,43.5157
7.17093,12.03813,10.0085,8.51491,13.90485,71.41204,91.49981,76.86877,21.71177,78.97346,9.16411,8.75568,12.16719,11.37644,10.11431,4.70591,14.00366,55.53883,0.00225,38.10818,60.31208,45.00617,19.44731,43.20656,34.16468,37.99712,35.81255,96.01527,43.51087,31.88595
11.13174,10.64403,11.83771,12.52093,13.14946,52.51814,82.10214,89.80185,38.9507,65.2528,7.51267,8.56601,11.74735,6.93603,13.28365,10.00945,10.76665,51.4868,0.00182,85.18235,54.27515,32.65829,14.58786,96.58796,89.75487,49.35209,7.53788,79.00997,28.39479,87.45691
12.29698,9.70044,13.28464,12.51017,7.87924,23.18747,94.8293,92.30612,99.70979,12.83329,13.52255,7.75466,6.19988,8.01554,13.31302,13.63673,13.73051,38.06426,0.00122,63.04878,58.32083,68.01989,69.50813,77.71565,10.1586,96.74885,12.59227,53.97265,33.78637,82.50154
8.55582,6.25131,13.62544,10.7333,3.59691,64.403,50.85967,1.55048,43.45411,75.0116,10.73723,7.48117,6.57575,7.58419,12.62312,9.7429,12.08665,52.61339,0.00116,73.00224,44.42226,49.00667,43.02295,6.79105,25.18104,21.26202,5.68716,41.14942,83.44691,38.39462
14.25152,7.40371,10.74898,6.66054,13.88302,28.86152,74.92278,29.94084,13.1548,91.32575,11.52905,7.50163,9.033,7.99777,13.75437,10.24233,9.78229,63.02767,0.00107,46.98888,37.41001,41.6099,91.76723,94.81785,62.28315,16.27705,38.8016,9.98386,58.10748,87.37077
17.2134,8.80443,11.59374,11.2647,15.85345,64.73001,55.08984,42.84143,48.95784,72.7739,11.242,10.37813,5.30252,12.3873,13.63085,10.19428,3.39183,57.01748,0.01099,55.1357,46.87513,60.2786,92.94152,57.62664,7.05881,68.1331,33.57214,56.08907,25.55716,44.76041
9.40664,12.15502,7.87979,6.53467,11.40655,59.56542,1.04276,12.19455,88.27093,51.64731,9.2366,7.59178,7.5006,13.60275,12.91013,7.5107,11.44645,36.20457,0.00083,59.91224,24.59865,48.03404,23.61956,16.23261,56.93834,59.57807,15.53573,21.44407,49.51146,24.16073
7.88987,10.98453,7.39847,7.20793,9.84336,54.58713,40.17518,5.08541,34.17785,22.79674,6.45605,9.32126,8.79275,12.83091,12.95168,9.58506,14.3058,58.4107,0.00416,56.56288,58.65732,46.42814,66.86029,85.87882,4.23755,99.46536,33.24973,52.90574,99.01461,57.74574
11.2967,10.08093,10.07888,12.07728,12.7927,51.56269,45.77477,78.58517,19.01719,93.02201,8.83054,9.73507,8.34293,9.16644,11.75179,9.97633,9.77557,53.5814,0.00614,54.11698,36.33116,37.75998,82.93982,81.93551,92.1469,98.66215,58.40142,70.20308,5.41444,6.35712
10.37512,12.14629,9.21603,7.08008,12.28196,63.63985,7.8258,49.48192,9.95277,47.03931,7.74253,7.50768,7.78778,9.53633,11.49234,7.6546,12.64489,37.94143,0.00096,56.20614,53.74864,47.8196,5.77349,1.1783,38.86986,78.81568,95.74845,27.98459,82.06922,54.67646
13.30018,7.58979,10.76676,7.26986,9.30603,63.68782,92.11948,41.69567,24.39323,14.1113,13.17703,10.71417,7.11148,9.12057,11.58964,10.56894,14.71656,59.84242,0.01534,52.08613,62.81672,42.80205,22.78464,19.4078,96.41137,24.23471,2.29046,23.70254,47.38222,39.45799
7.68032,12.04861,10.65875,8.06543,14.3467,49.61665,96.45173,19.39443,65.71967,8.42492,10.9723,7.32392,9.87991,11.70459,7.82418,11.26244,10.69663,51.42048,0.00093,46.49641,60.9142,54.62321,80.15789,28.04848,92.58622,69.75077,9.31467,96.79244,14.03643,20.77498
12.2825,8.61868,11.21284,9.20573,9.97952,56.41918,11.33054,34.56006,6.08223,40.83466,7.90778,13.22718,5.60825,9.14766,12.06019,11.07935,14.83805,50.08988,0.18072,36.19984,41.8908,53.92487,9.23845,98.25993,69.04161,6.13655,69.24054,35.5618,0.87259,0.71992
11.30193,11.33754,12.43726,11.48931,10.87556,64.67868,52.01564,83.57384,17.94535,81.78443,9.50304,7.70294,13.06324,8.22252,11.88438,7.52078,7.93477,46.89149,0.00084,25.93419,56.76315,40.79596,98.03002,11.43489,50.0998,65.73258,48.29534,73.32256,87.42527,50.41978
13.3721,12.03068,12.30329,11.70821,13.86845,48.49954,1.98133,37.99889,84.21844,63.20817,7.47256,9.6742,13.28102,5.70982,13.06547,11.19659,10.11473,45.62991,0.00559,55.09812,39.96152,36.0622,98.97866,64.14876,9.37431,70.37708,95.27451,80.28961,96.37513,47.55676
8.85741,9.63612,12.20666,10.06862,11.19855,44.01423,93.70481,74.5773,66.16273,88.00265,11.42557,12.62306,8.72462,5.70873,7.76257,13.62297,12.19204,58.0367,0.09874,54.00036,42.50774,44.94231,61.70211,44.03475,36.0848,78.91135,94.32341,35.27843,31.20402,56.22969
11.54708,6.78795,12.40409,9.21531,6.28726,35.72967,25.28666,18.84635,31.10582,30.68756,12.47914,9.72272,5.35972,6.50616,12.10924,13.41502,12.89842,22.04615,0.00565,19.80641,52.13328,59.7858,57.5093,65.40579,79.60508,90.68678,18.69901,84.06709,46.6137,53.72106
13.32315,10.46801,6.08401,10.13741,11.23956,40.656,35.50649,26.42053,71.34447,3.12102,12.01039,15.4279,9.82431,14.84934,12.81127,12.43216,4.52256,60.26094,1.62808,59.67421,63.57735,51.01528,90.50589,32.69663,89.25634,96.44991,2.86709,1.81689,68.64816,54.93578
12.7392,14.86753,13.91056,14.07199,11.65753,63.84112,94.03964,84.98453,24.33972,7.12361,11.04023,7.75278,13.33515,6.88139,12.25309,10.03504,9.11634,53.27127,0.00125,66.54617,40.61662,56.1749,9.30035,65.97299,21.70611,10.6575,89.69478,9.19009,69.09461,71.62336
6.7458,12.30691,7.83378,6.5393,10.70815,71.69596,80.24948,21.30953,27.91197,39.57664,8.25976,9.63513,6.73407,11.1451,7.44119,9.04421,15.03002,56.08624,0.00544,49.11087,62.04798,46.47992,51.94169,60.2935,76.16081,8.8474,52.67826,54.44707,82.39548,14.20851
12.05757,11.42301,11.61832,10.0053,12.34836,50.45472,55.28266,27.68012,25.61754,97.0469,9.22535,9.6242,12.34678,10.34486,13.21331,6.87652,7.19828,43.27302,0.00548,56.91643,64.22304,56.86924,96.67009,56.37557,25.7573,79.46897,71.00877,87.42218,83.16212,69.46797
12.94876,7.37153,11.40294,6.24695,13.11161,62.04122,57.92186,89.76947,96.09343,14.8041,12.54785,7.65672,9.27494,7.84872,11.14668,13.4731,9.61589,41.46885,0.00111,70.52732,50.69247,54.94363,13.12293,45.2884,83.46851,0.51417,54.82581,29.60701,93.20847,95.23478
10.43113,11.96722,11.08437,6.13958,12.23889,51.96589,78.32219,1.68411,81.6477,47.1385,9.40217,7.0225,7.84839,8.94191,10.05476,9.73931,12.79327,54.97521,0.00082,29.17248,34.19402,65.53176,69.07541,86.25871,87.10349,33.5393,89.98588,27.01,36.0614,37.38535
12.32107,7.55885,10.47766,8.4396,10.68156,40.98993,24.21954,67.36809,55.04247,78.0145,10.25022,10.69996,7.46314,8.75676,13.31354,11.15306,7.5889,26.50248,0.01483,77.7428,57.61677,46.17257,32.50178,15.91598,86.01514,81.11102,71.10893,58.35388,92.09699,91.94686
13.0335,18.44675,12.58031,9.58269,10.09793,39.00524,97.21099,81.21359,51.12781,80.32069,9.4888,10.00477,13.28121,7.6134,13.03237,6.96035,6.61461,53.02568,0.00765,67.54432,51.05044,35.54568,48.4939,14.21985,94.93063,17.84772,52.21214,96.4784,72.94256,23.6918
9.31106,7.9763,13.87873,7.61997,9.81896,41.00807,21.40681,84.39834,81.06743,23.73215,14.40117,12.51865,9.47899,9.07852,13.07291,14.70297,9.08558,49.43421,0.08895,49.96187,51.43045,46.8402,69.0867,28.06585,44.52329,79.17467,68.87623,51.83263,94.57313,85.70245
6.30966,11.87712,7.62336,10.85601,11.88852,41.98326,0.49909,90.31243,84.70444,96.71873,7.51672,10.37938,8.06838,11.57084,10.67656,11.25689,12.43844,68.17625,0.01075,47.40585,50.11387,53.7936,85.69931,35.33019,8.70263,32.23936,66.86681,22.31496,22.31963,50.99395
6.63513,11.34081,8.31725,12.67151,12.52732,78.50882,88.36307,36.19161,38.70463,86.41608,6.03728,8.45263,12.40686,15.81736,17.67968,4.76173,9.53261,53.38514,0.00187,51.06091,25.98397,39.86498,26.67769,92.65818,31.83304,75.18275,26.77237,85.47028,37.37465,35.81213
5.59832,10.34612,8.16739,9.36304,12.50268,43.63551,93.91542,68.16808,63.94984,2.16882,6.4628,6.20861,8.50715,13.39522,12.21099,8.51202,10.63462,53.35344,0.0004,66.87892,57.36558,46.92599,61.63072,15.84748,60.41546,41.11453,70.54095,12.5142,33.08119,83.14009
12.52089,13.5988,11.38169,12.62669,11.44574,62.03688,43.4318,34.54993,84.63099,54.51885,4.12146,9.45019,9.58026,8.75529,10.65385,8.43302,8.77839,62.50453,0.00459,61.1436,46.97099,49.38051,80.08018,7.9308,23.35759,47.82646,11.95142,64.9329,84.72634,98.72715
